type,bounding_box,begin_time,end_time,details,span
Marine_Thunderstorm_Wind,1222_823_1262_863,2020-07-28 13:00:00,2020-07-28 13:00:00,Marine_Thunderstorm_Wind 2020072813 2020072813,0 days 04:00:00
Lightning+Thunderstorm_Wind,916_215_985_284,2020-07-28 14:00:00,2020-07-28 15:00:00,"Lightning 2020072815 2020072815,Thunderstorm_Wind 2020072814 2020072814",0 days 05:00:00
Flash_Flood+Flood,1110_200_1158_245,2020-07-28 14:00:00,2020-07-28 16:00:00,"Flash_Flood 2020072814 2020072816,Flood 2020072816 2020072816",0 days 06:00:00
Thunderstorm_Wind,1416_484_1461_529,2020-07-28 14:00:00,2020-07-28 14:00:00,Thunderstorm_Wind 2020072814 2020072814,0 days 04:00:00
Lightning,1587_745_1628_787,2020-07-28 14:00:00,2020-07-28 14:00:00,Lightning 2020072814 2020072814,0 days 04:00:00
Hail+Thunderstorm_Wind,1108_715_1171_766,2020-07-28 15:00:00,2020-07-28 16:00:00,"Hail 2020072815 2020072815,Thunderstorm_Wind 2020072816 2020072816",0 days 05:00:00
Thunderstorm_Wind,1446_557_1504_610,2020-07-28 15:00:00,2020-07-28 17:00:00,Thunderstorm_Wind 2020072815 2020072817,0 days 06:00:00
Hail,1379_441_1421_484,2020-07-28 15:00:00,2020-07-28 15:00:00,Hail 2020072815 2020072815,0 days 04:00:00
Lightning+Thunderstorm_Wind,1390_312_1437_366,2020-07-28 15:00:00,2020-07-28 18:00:00,"Lightning 2020072818 2020072818,Thunderstorm_Wind 2020072815 2020072815",0 days 07:00:00
Marine_Thunderstorm_Wind,1472_556_1542_626,2020-07-28 15:00:00,2020-07-28 19:00:00,Marine_Thunderstorm_Wind 2020072815 2020072819,0 days 08:00:00
Hail+Thunderstorm_Wind,1118_720_1164_766,2020-07-28 15:00:00,2020-07-28 16:00:00,"Hail 2020072815 2020072815,Thunderstorm_Wind 2020072816 2020072816",0 days 05:00:00
Thunderstorm_Wind,1440_504_1549_609,2020-07-28 15:00:00,2020-07-28 20:00:00,Thunderstorm_Wind 2020072815 2020072820,0 days 09:00:00
Thunderstorm_Wind,1447_436_1507_526,2020-07-28 15:00:00,2020-07-28 16:00:00,Thunderstorm_Wind 2020072815 2020072816,0 days 05:00:00
Marine_Thunderstorm_Wind,1502_521_1560_605,2020-07-28 16:00:00,2020-07-28 21:00:00,Marine_Thunderstorm_Wind 2020072816 2020072821,0 days 09:00:00
Thunderstorm_Wind,525_541_567_582,2020-07-28 16:00:00,2020-07-28 16:00:00,Thunderstorm_Wind 2020072816 2020072816,0 days 04:00:00
Marine_Thunderstorm_Wind,1123_177_1199_256,2020-07-28 16:00:00,2020-07-28 19:00:00,Marine_Thunderstorm_Wind 2020072816 2020072819,0 days 07:00:00
Heat,292_520_312_541,2020-07-28 16:00:00,2020-07-28 16:00:00,,0 days 04:00:00
Heat,371_378_408_488,2020-07-28 16:00:00,2020-07-28 16:00:00,,0 days 04:00:00
Heat,387_469_423_500,2020-07-28 16:00:00,2020-07-28 16:00:00,,0 days 04:00:00
Thunderstorm_Wind,1419_356_1461_399,2020-07-28 16:00:00,2020-07-28 16:00:00,Thunderstorm_Wind 2020072816 2020072816,0 days 04:00:00
Heat,365_323_434_376,2020-07-28 16:00:00,2020-07-28 16:00:00,,0 days 04:00:00
Heat,402_255_424_280,2020-07-28 16:00:00,2020-07-28 16:00:00,,0 days 04:00:00
Flash_Flood+Heavy_Rain,1390_240_1436_290,2020-07-28 16:00:00,2020-07-28 19:00:00,"Flash_Flood 2020072818 2020072819,Heavy_Rain 2020072816 2020072819",0 days 07:00:00
Thunderstorm_Wind,834_398_878_441,2020-07-28 16:00:00,2020-07-28 16:00:00,Thunderstorm_Wind 2020072816 2020072816,0 days 04:00:00
Heat,306_482_337_541,2020-07-28 16:00:00,2020-07-28 16:00:00,,0 days 04:00:00
Heat,320_231_374_325,2020-07-28 16:00:00,2020-07-28 16:00:00,,0 days 04:00:00
Heat,310_401_332_423,2020-07-28 16:00:00,2020-07-28 16:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1472_569_1512_609,2020-07-28 16:00:00,2020-07-28 16:00:00,Marine_Thunderstorm_Wind 2020072816 2020072816,0 days 04:00:00
Marine_Thunderstorm_Wind,1140_722_1185_767,2020-07-28 17:00:00,2020-07-28 18:00:00,Marine_Thunderstorm_Wind 2020072817 2020072818,0 days 05:00:00
Heat,305_188_480_523,2020-07-28 17:00:00,2020-07-28 17:00:00,,0 days 04:00:00
Heat,289_470_347_543,2020-07-28 17:00:00,2020-07-28 17:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1142_717_1183_759,2020-07-28 17:00:00,2020-07-28 17:00:00,Marine_Thunderstorm_Wind 2020072817 2020072817,0 days 04:00:00
Thunderstorm_Wind,1484_486_1527_529,2020-07-28 17:00:00,2020-07-28 17:00:00,Thunderstorm_Wind 2020072817 2020072817,0 days 04:00:00
Thunderstorm_Wind,1485_572_1526_613,2020-07-28 17:00:00,2020-07-28 17:00:00,Thunderstorm_Wind 2020072817 2020072817,0 days 04:00:00
Marine_Thunderstorm_Wind,1395_253_1437_295,2020-07-28 17:00:00,2020-07-28 17:00:00,Marine_Thunderstorm_Wind 2020072817 2020072817,0 days 04:00:00
Marine_Thunderstorm_Wind,1498_521_1541_565,2020-07-28 18:00:00,2020-07-28 19:00:00,Marine_Thunderstorm_Wind 2020072818 2020072819,0 days 05:00:00
Flood+Heavy_Rain,1197_439_1238_482,2020-07-28 18:00:00,2020-07-28 18:00:00,"Flood 2020072818 2020072818,Heavy_Rain 2020072818 2020072818",0 days 04:00:00
Hail,218_771_260_812,2020-07-28 18:00:00,2020-07-28 18:00:00,Hail 2020072818 2020072818,0 days 04:00:00
Heat,397_103_429_142,2020-07-28 18:00:00,2020-07-28 18:00:00,,0 days 04:00:00
Heat,289_161_510_547,2020-07-28 18:00:00,2020-07-28 18:00:00,,0 days 04:00:00
Heat,488_196_522_238,2020-07-28 18:00:00,2020-07-28 18:00:00,,0 days 04:00:00
Flash_Flood+Thunderstorm_Wind,894_666_943_710,2020-07-28 18:00:00,2020-07-28 20:00:00,"Flash_Flood 2020072819 2020072820,Thunderstorm_Wind 2020072818 2020072819",0 days 06:00:00
Thunderstorm_Wind,758_349_798_389,2020-07-28 18:00:00,2020-07-28 18:00:00,Thunderstorm_Wind 2020072818 2020072818,0 days 04:00:00
Thunderstorm_Wind,1507_569_1560_622,2020-07-28 19:00:00,2020-07-28 19:00:00,Thunderstorm_Wind 2020072819 2020072819,0 days 04:00:00
Wind,1414_485_1457_531,2020-07-28 19:00:00,2020-07-28 19:00:00,,0 days 04:00:00
Wind,1422_521_1466_563,2020-07-28 19:00:00,2020-07-28 19:00:00,,0 days 04:00:00
Heat,288_99_541_549,2020-07-28 19:00:00,2020-07-28 19:00:00,,0 days 04:00:00
Heat,700_170_740_217,2020-07-28 19:00:00,2020-07-28 19:00:00,,0 days 04:00:00
Heat,179_722_200_797,2020-07-28 19:00:00,2020-07-28 19:00:00,,0 days 04:00:00
Heat,331_874_351_895,2020-07-28 19:00:00,2020-07-28 19:00:00,,0 days 04:00:00
Heat,851_227_886_251,2020-07-28 19:00:00,2020-07-28 19:00:00,,0 days 04:00:00
Heat,192_45_555_595,2020-07-28 20:00:00,2020-07-28 20:00:00,,0 days 04:00:00
Flash_Flood,646_477_699_522,2020-07-28 20:00:00,2020-07-28 22:00:00,Flash_Flood 2020072820 2020072822,0 days 06:00:00
Lightning,1070_690_1111_731,2020-07-28 20:00:00,2020-07-28 20:00:00,Lightning 2020072820 2020072820,0 days 04:00:00
Thunderstorm_Wind,1183_703_1224_744,2020-07-28 20:00:00,2020-07-28 21:00:00,Thunderstorm_Wind 2020072820 2020072821,0 days 05:00:00
Wind,1405_437_1506_607,2020-07-28 20:00:00,2020-07-28 20:00:00,,0 days 04:00:00
Heat,700_171_868_248,2020-07-28 20:00:00,2020-07-28 20:00:00,,0 days 04:00:00
Heat,168_660_232_802,2020-07-28 20:00:00,2020-07-28 20:00:00,,0 days 04:00:00
Heat,290_856_409_943,2020-07-28 20:00:00,2020-07-28 20:00:00,,0 days 04:00:00
Heat,1509_537_1530_558,2020-07-28 20:00:00,2020-07-28 20:00:00,,0 days 04:00:00
Hail,1130_718_1172_759,2020-07-28 21:00:00,2020-07-28 21:00:00,,0 days 04:00:00
Wind,1440_440_1512_609,2020-07-28 21:00:00,2020-07-28 21:00:00,,0 days 04:00:00
Wind,1444_488_1548_612,2020-07-28 22:00:00,2020-07-28 22:00:00,,0 days 04:00:00
Wind,1100_723_1159_765,2020-07-28 22:00:00,2020-07-28 22:00:00,,0 days 04:00:00
Wind,1457_552_1518_597,2020-07-28 23:00:00,2020-07-28 23:00:00,,0 days 04:00:00
Wind,786_472_842_528,2020-07-29 00:00:00,2020-07-29 00:00:00,,0 days 04:00:00
Flood,804_728_845_769,2020-07-29 01:00:00,2020-07-29 04:00:00,Flood 2020072901 2020072904,0 days 07:00:00
Wind,878_482_923_525,2020-07-29 01:00:00,2020-07-29 01:00:00,,0 days 04:00:00
Wind,1556_740_1598_781,2020-07-29 03:00:00,2020-07-29 03:00:00,,0 days 04:00:00
Wind,843_443_918_519,2020-07-29 03:00:00,2020-07-29 03:00:00,,0 days 04:00:00
Wind,748_493_795_535,2020-07-29 04:00:00,2020-07-29 04:00:00,,0 days 04:00:00
Wind,817_544_867_596,2020-07-29 05:00:00,2020-07-29 05:00:00,,0 days 04:00:00
Wind,748_493_795_535,2020-07-29 05:00:00,2020-07-29 05:00:00,,0 days 04:00:00
Wind,868_431_908_472,2020-07-29 09:00:00,2020-07-29 09:00:00,,0 days 04:00:00
Flash_Flood,924_404_965_445,2020-07-29 10:00:00,2020-07-29 12:00:00,Flash_Flood 2020072910 2020072912,0 days 06:00:00
Flash_Flood,905_527_974_605,2020-07-29 11:00:00,2020-07-29 23:00:00,Flash_Flood 2020072911 2020072923,0 days 16:00:00
Flash_Flood+Hail,813_571_911_627,2020-07-29 11:00:00,2020-07-29 19:00:00,"Flash_Flood 2020072911 2020072914,Hail 2020072917 2020072919",0 days 12:00:00
Thunderstorm_Wind+Tornado,1372_694_1480_788,2020-07-29 12:00:00,2020-07-29 17:00:00,"Thunderstorm_Wind 2020072912 2020072917,Tornado 2020072917 2020072917",0 days 09:00:00
Flash_Flood,885_563_964_640,2020-07-29 12:00:00,2020-07-29 17:00:00,Flash_Flood 2020072912 2020072917,0 days 09:00:00
Tornado,962_542_1004_584,2020-07-29 12:00:00,2020-07-29 12:00:00,Tornado 2020072912 2020072912,0 days 04:00:00
Thunderstorm_Wind,1430_724_1479_776,2020-07-29 12:00:00,2020-07-29 15:00:00,Thunderstorm_Wind 2020072912 2020072915,0 days 07:00:00
Marine_Thunderstorm_Wind,1392_250_1437_295,2020-07-29 13:00:00,2020-07-29 13:00:00,Marine_Thunderstorm_Wind 2020072913 2020072913,0 days 04:00:00
Flash_Flood+Flood,1142_461_1216_513,2020-07-29 13:00:00,2020-07-30 13:00:00,"Flash_Flood 2020072913 2020072915,Flood 2020073012 2020073013",1 days 04:00:00
Thunderstorm_Wind,552_540_617_596,2020-07-29 15:00:00,2020-07-29 16:00:00,Thunderstorm_Wind 2020072915 2020072916,0 days 05:00:00
Hail+Thunderstorm_Wind,765_511_859_610,2020-07-29 15:00:00,2020-07-29 23:00:00,"Hail 2020072915 2020072916,Thunderstorm_Wind 2020072919 2020072923",0 days 12:00:00
Hail+Thunderstorm_Wind,746_468_868_563,2020-07-29 15:00:00,2020-07-29 22:00:00,"Hail 2020072915 2020072917,Thunderstorm_Wind 2020072917 2020072922",0 days 11:00:00
Flash_Flood,742_686_818_744,2020-07-29 15:00:00,2020-07-29 22:00:00,Flash_Flood 2020072915 2020072922,0 days 11:00:00
Heat,306_365_327_408,2020-07-29 16:00:00,2020-07-29 16:00:00,,0 days 04:00:00
Heat,394_403_431_426,2020-07-29 16:00:00,2020-07-29 16:00:00,,0 days 04:00:00
Heat,341_233_369_262,2020-07-29 16:00:00,2020-07-29 16:00:00,,0 days 04:00:00
Thunderstorm_Wind,671_451_711_491,2020-07-29 16:00:00,2020-07-29 16:00:00,Thunderstorm_Wind 2020072916 2020072916,0 days 04:00:00
Heat,373_427_395_484,2020-07-29 16:00:00,2020-07-29 16:00:00,,0 days 04:00:00
Heat,389_467_424_501,2020-07-29 16:00:00,2020-07-29 16:00:00,,0 days 04:00:00
Funnel_Cloud,1023_639_1067_682,2020-07-29 16:00:00,2020-07-29 16:00:00,Funnel_Cloud 2020072916 2020072916,0 days 04:00:00
Funnel_Cloud+Thunderstorm_Wind,1402_102_1454_164,2020-07-29 16:00:00,2020-07-29 17:00:00,"Funnel_Cloud 2020072917 2020072917,Thunderstorm_Wind 2020072916 2020072916",0 days 05:00:00
Heat,289_482_338_542,2020-07-29 16:00:00,2020-07-29 16:00:00,,0 days 04:00:00
Heat,318_280_347_343,2020-07-29 16:00:00,2020-07-29 16:00:00,,0 days 04:00:00
Heat,289_468_349_545,2020-07-29 17:00:00,2020-07-29 17:00:00,,0 days 04:00:00
Heat,444_462_482_495,2020-07-29 17:00:00,2020-07-29 17:00:00,,0 days 04:00:00
Thunderstorm_Wind,717_576_757_616,2020-07-29 17:00:00,2020-07-29 17:00:00,Thunderstorm_Wind 2020072917 2020072917,0 days 04:00:00
Heat,366_352_496_528,2020-07-29 17:00:00,2020-07-29 17:00:00,,0 days 04:00:00
Heat,302_231_371_431,2020-07-29 17:00:00,2020-07-29 17:00:00,,0 days 04:00:00
Thunderstorm_Wind,799_575_840_616,2020-07-29 17:00:00,2020-07-29 17:00:00,Thunderstorm_Wind 2020072917 2020072917,0 days 04:00:00
Heat,337_401_370_444,2020-07-29 17:00:00,2020-07-29 17:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1274_670_1314_710,2020-07-29 17:00:00,2020-07-29 17:00:00,Marine_Thunderstorm_Wind 2020072917 2020072917,0 days 04:00:00
Heat,670_174_727_211,2020-07-29 18:00:00,2020-07-29 18:00:00,,0 days 04:00:00
Heat,492_197_526_247,2020-07-29 18:00:00,2020-07-29 18:00:00,,0 days 04:00:00
Heat,288_229_546_553,2020-07-29 18:00:00,2020-07-29 18:00:00,,0 days 04:00:00
Heat,433_257_459_300,2020-07-29 18:00:00,2020-07-29 18:00:00,,0 days 04:00:00
Heat,596_278_630_326,2020-07-29 18:00:00,2020-07-29 18:00:00,,0 days 04:00:00
Heat,671_281_692_301,2020-07-29 18:00:00,2020-07-29 18:00:00,,0 days 04:00:00
Flash_Flood+Heavy_Rain,1377_382_1423_431,2020-07-29 18:00:00,2020-07-29 20:00:00,"Flash_Flood 2020072919 2020072920,Heavy_Rain 2020072918 2020072920",0 days 06:00:00
Wind,1377_698_1437_750,2020-07-29 18:00:00,2020-07-29 18:00:00,,0 days 04:00:00
Flash_Flood+Thunderstorm_Wind,803_608_882_713,2020-07-29 19:00:00,2020-07-29 20:00:00,"Flash_Flood 2020072919 2020072919,Thunderstorm_Wind 2020072920 2020072920",0 days 05:00:00
Wind,1408_716_1450_758,2020-07-29 19:00:00,2020-07-29 19:00:00,,0 days 04:00:00
Heat,279_103_764_563,2020-07-29 19:00:00,2020-07-29 19:00:00,,0 days 04:00:00
Wind,1401_714_1441_755,2020-07-29 19:00:00,2020-07-29 19:00:00,,0 days 04:00:00
Thunderstorm_Wind,848_478_923_572,2020-07-29 19:00:00,2020-07-30 01:00:00,Thunderstorm_Wind 2020072919 2020073001,0 days 10:00:00
Wind,1437_734_1477_775,2020-07-29 20:00:00,2020-07-29 20:00:00,,0 days 04:00:00
Heat,271_862_337_946,2020-07-29 20:00:00,2020-07-29 20:00:00,,0 days 04:00:00
Heat,188_769_209_789,2020-07-29 20:00:00,2020-07-29 20:00:00,,0 days 04:00:00
Heat,800_351_837_394,2020-07-29 20:00:00,2020-07-29 20:00:00,,0 days 04:00:00
Heat,215_47_772_677,2020-07-29 20:00:00,2020-07-29 20:00:00,,0 days 04:00:00
Wind,1415_741_1456_781,2020-07-29 20:00:00,2020-07-29 20:00:00,,0 days 04:00:00
Wind,1426_729_1468_772,2020-07-29 20:00:00,2020-07-29 20:00:00,,0 days 04:00:00
Thunderstorm_Wind,841_441_885_485,2020-07-29 21:00:00,2020-07-29 21:00:00,Thunderstorm_Wind 2020072921 2020072921,0 days 04:00:00
Wind,1394_733_1438_773,2020-07-29 21:00:00,2020-07-29 21:00:00,,0 days 04:00:00
Thunderstorm_Wind,1556_738_1598_781,2020-07-29 22:00:00,2020-07-29 22:00:00,Thunderstorm_Wind 2020072922 2020072922,0 days 04:00:00
Wind+Tornado,1398_733_1452_775,2020-07-29 22:00:00,2020-07-29 22:00:00,,0 days 04:00:00
Flash_Flood+Flood,956_499_1034_609,2020-07-29 22:00:00,2020-07-31 09:00:00,"Flash_Flood 2020073017 2020073109,Flood 2020072922 2020073106",1 days 15:00:00
Wind,556_550_603_596,2020-07-29 22:00:00,2020-07-29 22:00:00,,0 days 04:00:00
Wind,777_486_825_540,2020-07-29 23:00:00,2020-07-29 23:00:00,,0 days 04:00:00
Thunderstorm_Wind,827_535_886_595,2020-07-29 23:00:00,2020-07-30 00:00:00,Thunderstorm_Wind 2020072923 2020073000,0 days 05:00:00
Hail+Wind,900_351_949_411,2020-07-30 00:00:00,2020-07-30 00:00:00,,0 days 04:00:00
Wind,1467_591_1513_647,2020-07-30 00:00:00,2020-07-30 00:00:00,,0 days 04:00:00
Wind,902_343_1001_428,2020-07-30 01:00:00,2020-07-30 01:00:00,,0 days 04:00:00
Wind,1478_609_1534_660,2020-07-30 01:00:00,2020-07-30 01:00:00,,0 days 04:00:00
Wind+Hail,848_332_1010_429,2020-07-30 02:00:00,2020-07-30 02:00:00,,0 days 04:00:00
Hail,656_513_698_557,2020-07-30 02:00:00,2020-07-30 02:00:00,,0 days 04:00:00
Wind,1490_631_1559_706,2020-07-30 03:00:00,2020-07-30 03:00:00,,0 days 04:00:00
Wind,908_333_1017_385,2020-07-30 03:00:00,2020-07-30 03:00:00,,0 days 04:00:00
Hail+Thunderstorm_Wind,845_346_949_476,2020-07-30 03:00:00,2020-07-30 20:00:00,"Hail 2020073016 2020073020,Thunderstorm_Wind 2020073003 2020073019",0 days 21:00:00
Debris_Flow+Flash_Flood+Thunderstorm_Wind,1778_0_1798_20,2020-07-30 03:00:00,2020-07-30 21:00:00,"Debris_Flow 2020073010 2020073021,Flash_Flood 2020073009 2020073021,Thunderstorm_Wind 2020073003 2020073005",0 days 22:00:00
Wind,1529_662_1570_704,2020-07-30 04:00:00,2020-07-30 04:00:00,,0 days 04:00:00
Wind,1517_662_1565_706,2020-07-30 04:00:00,2020-07-30 04:00:00,,0 days 04:00:00
Flash_Flood,1081_525_1121_565,2020-07-30 05:00:00,2020-07-30 10:00:00,Flash_Flood 2020073005 2020073010,0 days 09:00:00
Wind,1530_663_1570_704,2020-07-30 05:00:00,2020-07-30 05:00:00,,0 days 04:00:00
Flash_Flood+Flood+Heavy_Rain,986_461_1105_555,2020-07-30 06:00:00,2020-07-31 21:00:00,"Flash_Flood 2020073018 2020073115,Flood 2020073008 2020073121,Heavy_Rain 2020073006 2020073119",1 days 19:00:00
Flash_Flood,929_530_981_584,2020-07-30 11:00:00,2020-07-30 19:00:00,Flash_Flood 2020073011 2020073019,0 days 12:00:00
Marine_Thunderstorm_Wind,1399_315_1446_364,2020-07-30 13:00:00,2020-07-30 13:00:00,Marine_Thunderstorm_Wind 2020073013 2020073013,0 days 04:00:00
Flash_Flood,1322_499_1413_615,2020-07-30 13:00:00,2020-07-31 01:00:00,Flash_Flood 2020073013 2020073101,0 days 16:00:00
Flash_Flood,1128_548_1169_589,2020-07-30 13:00:00,2020-07-30 16:00:00,Flash_Flood 2020073013 2020073016,0 days 07:00:00
Flash_Flood,954_516_996_558,2020-07-30 14:00:00,2020-07-30 15:00:00,Flash_Flood 2020073014 2020073015,0 days 05:00:00
Thunderstorm_Wind,1331_260_1371_305,2020-07-30 14:00:00,2020-07-30 15:00:00,Thunderstorm_Wind 2020073014 2020073015,0 days 05:00:00
Flash_Flood,1314_546_1358_591,2020-07-30 14:00:00,2020-07-30 16:00:00,Flash_Flood 2020073014 2020073016,0 days 06:00:00
Thunderstorm_Wind,1543_694_1596_743,2020-07-30 15:00:00,2020-07-30 15:00:00,Thunderstorm_Wind 2020073015 2020073015,0 days 04:00:00
Thunderstorm_Wind,1586_821_1638_865,2020-07-30 15:00:00,2020-07-30 16:00:00,Thunderstorm_Wind 2020073015 2020073016,0 days 05:00:00
Marine_Thunderstorm_Wind,1527_664_1597_746,2020-07-30 15:00:00,2020-07-31 01:00:00,Marine_Thunderstorm_Wind 2020073015 2020073101,0 days 14:00:00
Hail+Thunderstorm_Wind,1553_746_1637_807,2020-07-30 15:00:00,2020-07-30 17:00:00,"Hail 2020073016 2020073017,Thunderstorm_Wind 2020073015 2020073017",0 days 06:00:00
Hail,672_585_716_629,2020-07-30 15:00:00,2020-07-30 15:00:00,Hail 2020073015 2020073015,0 days 04:00:00
Thunderstorm_Wind,1541_678_1593_740,2020-07-30 15:00:00,2020-07-31 01:00:00,Thunderstorm_Wind 2020073015 2020073101,0 days 14:00:00
Thunderstorm_Wind,810_342_864_395,2020-07-30 15:00:00,2020-07-30 16:00:00,Thunderstorm_Wind 2020073015 2020073016,0 days 05:00:00
Heat,289_482_339_542,2020-07-30 16:00:00,2020-07-30 16:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1564_729_1671_894,2020-07-30 16:00:00,2020-07-30 16:00:00,Marine_Thunderstorm_Wind 2020073016 2020073016,0 days 04:00:00
Heat,303_374_333_431,2020-07-30 16:00:00,2020-07-30 16:00:00,,0 days 04:00:00
Hail+Thunderstorm_Wind,1459_698_1507_743,2020-07-30 16:00:00,2020-07-30 16:00:00,"Hail 2020073016 2020073016,Thunderstorm_Wind 2020073016 2020073016",0 days 04:00:00
Heat,320_237_369_326,2020-07-30 16:00:00,2020-07-30 16:00:00,,0 days 04:00:00
Heat,332_341_505_500,2020-07-30 16:00:00,2020-07-30 16:00:00,,0 days 04:00:00
Heat,664_186_694_215,2020-07-30 17:00:00,2020-07-30 17:00:00,,0 days 04:00:00
Heat,374_187_397_208,2020-07-30 17:00:00,2020-07-30 17:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1597_759_1640_803,2020-07-30 17:00:00,2020-07-30 17:00:00,Marine_Thunderstorm_Wind 2020073017 2020073017,0 days 04:00:00
Thunderstorm_Wind,721_778_761_818,2020-07-30 17:00:00,2020-07-30 17:00:00,Thunderstorm_Wind 2020073017 2020073017,0 days 04:00:00
Marine_Thunderstorm_Wind,1464_560_1527_659,2020-07-30 17:00:00,2020-07-30 20:00:00,Marine_Thunderstorm_Wind 2020073017 2020073020,0 days 07:00:00
Thunderstorm_Wind,805_311_850_359,2020-07-30 17:00:00,2020-07-30 17:00:00,Thunderstorm_Wind 2020073017 2020073017,0 days 04:00:00
Heat,288_229_541_545,2020-07-30 17:00:00,2020-07-30 17:00:00,,0 days 04:00:00
Hail+Thunderstorm_Wind,928_341_1011_430,2020-07-30 17:00:00,2020-07-30 20:00:00,"Hail 2020073017 2020073020,Thunderstorm_Wind 2020073019 2020073020",0 days 07:00:00
Thunderstorm_Wind,705_307_797_369,2020-07-30 17:00:00,2020-07-31 02:00:00,Thunderstorm_Wind 2020073017 2020073102,0 days 13:00:00
Heat,406_103_427_124,2020-07-30 18:00:00,2020-07-30 18:00:00,,0 days 04:00:00
Heat,288_165_728_553,2020-07-30 18:00:00,2020-07-30 18:00:00,,0 days 04:00:00
Debris_Flow,1309_450_1421_592,2020-07-30 18:00:00,2020-07-30 18:00:00,Debris_Flow 2020073018 2020073018,0 days 04:00:00
Thunderstorm_Wind,663_814_703_854,2020-07-30 18:00:00,2020-07-30 18:00:00,Thunderstorm_Wind 2020073018 2020073018,0 days 04:00:00
Heat,249_93_878_708,2020-07-30 19:00:00,2020-07-30 19:00:00,,0 days 04:00:00
Heat,185_768_208_790,2020-07-30 19:00:00,2020-07-30 19:00:00,,0 days 04:00:00
Heat,296_809_402_901,2020-07-30 19:00:00,2020-07-30 19:00:00,,0 days 04:00:00
Flash_Flood,1219_519_1261_562,2020-07-30 19:00:00,2020-07-30 22:00:00,Flash_Flood 2020073019 2020073022,0 days 07:00:00
Hail,655_513_699_557,2020-07-30 19:00:00,2020-07-30 19:00:00,Hail 2020073019 2020073019,0 days 04:00:00
Heat,170_706_225_792,2020-07-30 20:00:00,2020-07-30 20:00:00,,0 days 04:00:00
Wind,1537_693_1626_861,2020-07-30 20:00:00,2020-07-30 20:00:00,,0 days 04:00:00
Thunderstorm_Wind,1486_608_1534_660,2020-07-30 20:00:00,2020-07-30 20:00:00,Thunderstorm_Wind 2020073020 2020073020,0 days 04:00:00
Thunderstorm_Wind,905_332_948_374,2020-07-30 20:00:00,2020-07-30 21:00:00,Thunderstorm_Wind 2020073020 2020073021,0 days 05:00:00
Heat,191_52_912_988,2020-07-30 20:00:00,2020-07-30 20:00:00,,0 days 04:00:00
Wind,1425_570_1504_612,2020-07-30 21:00:00,2020-07-30 21:00:00,,0 days 04:00:00
Wind,819_346_864_390,2020-07-30 21:00:00,2020-07-30 21:00:00,,0 days 04:00:00
Wind+Hail,1459_701_1638_865,2020-07-30 21:00:00,2020-07-30 21:00:00,,0 days 04:00:00
Flash_Flood,1022_508_1067_554,2020-07-30 21:00:00,2020-07-30 23:00:00,Flash_Flood 2020073021 2020073023,0 days 06:00:00
Thunderstorm_Wind,1502_623_1569_709,2020-07-30 21:00:00,2020-07-31 00:00:00,Thunderstorm_Wind 2020073021 2020073100,0 days 07:00:00
Thunderstorm_Wind,976_345_1017_386,2020-07-30 21:00:00,2020-07-30 21:00:00,Thunderstorm_Wind 2020073021 2020073021,0 days 04:00:00
Wind,1588_759_1638_803,2020-07-30 22:00:00,2020-07-30 22:00:00,,0 days 04:00:00
Thunderstorm_Wind,1492_642_1541_708,2020-07-30 22:00:00,2020-07-30 23:00:00,Thunderstorm_Wind 2020073022 2020073023,0 days 05:00:00
Wind,1458_565_1506_606,2020-07-30 22:00:00,2020-07-30 22:00:00,,0 days 04:00:00
Wind+Hail,811_342_905_406,2020-07-30 22:00:00,2020-07-30 22:00:00,,0 days 04:00:00
Wind,1455_567_1510_633,2020-07-30 23:00:00,2020-07-30 23:00:00,,0 days 04:00:00
Wind+Hail,806_312_968_418,2020-07-30 23:00:00,2020-07-30 23:00:00,,0 days 04:00:00
Hail+Wind,601_394_690_476,2020-07-31 00:00:00,2020-07-31 00:00:00,,0 days 04:00:00
Wind,1335_449_1402_508,2020-07-31 00:00:00,2020-07-31 00:00:00,,0 days 04:00:00
Flash_Flood,1523_664_1567_706,2020-07-31 00:00:00,2020-07-31 02:00:00,Flash_Flood 2020073100 2020073102,0 days 06:00:00
Wind,1131_280_1171_323,2020-07-31 00:00:00,2020-07-31 00:00:00,,0 days 04:00:00
Wind,783_711_882_810,2020-07-31 00:00:00,2020-07-31 00:00:00,,0 days 04:00:00
Thunderstorm_Wind,698_320_739_361,2020-07-31 00:00:00,2020-07-31 00:00:00,Thunderstorm_Wind 2020073100 2020073100,0 days 04:00:00
Hail+Wind,599_329_668_423,2020-07-31 01:00:00,2020-07-31 01:00:00,,0 days 04:00:00
Wind,1363_449_1416_497,2020-07-31 01:00:00,2020-07-31 01:00:00,,0 days 04:00:00
Waterspout,1502_562_1545_605,2020-07-31 06:00:00,2020-07-31 07:00:00,Waterspout 2020073106 2020073107,0 days 05:00:00
