type,bounding_box,begin_time,end_time,details
Thunderstorm_Wind,697_688_749_739,2020-07-07 17:00:00,2020-07-07 17:00:00,Thunderstorm_Wind 2020070717 2020070717
Hail+Thunderstorm_Wind,767_696_817_759,2020-07-07 17:00:00,2020-07-07 17:00:00,"Hail 2020070717 2020070717,Thunderstorm_Wind 2020070717 2020070717"
Thunderstorm_Wind,764_684_806_725,2020-07-07 18:00:00,2020-07-07 18:00:00,Thunderstorm_Wind 2020070718 2020070718
Thunderstorm_Wind,744_719_787_762,2020-07-07 19:00:00,2020-07-07 19:00:00,Thunderstorm_Wind 2020070719 2020070719
Hail+Thunderstorm_Wind,707_777_766_829,2020-07-07 19:00:00,2020-07-07 20:00:00,"Hail 2020070719 2020070720,Thunderstorm_Wind 2020070720 2020070720"
Hail,707_709_761_758,2020-07-10 16:00:00,2020-07-10 16:00:00,Hail 2020071016 2020071016
Hail,769_691_814_735,2020-07-12 09:00:00,2020-07-12 09:00:00,Hail 2020071209 2020071209
Hail,721_727_762_768,2020-07-13 22:00:00,2020-07-13 22:00:00,Hail 2020071322 2020071322
Hail+Thunderstorm_Wind,676_725_745_795,2020-07-19 15:00:00,2020-07-19 17:00:00,"Hail 2020071915 2020071917,Thunderstorm_Wind 2020071917 2020071917"
Tornado,863_117_926_165,2020-07-25 11:00:00,2020-07-25 21:00:00,Tornado 2020072511 2020072521
Lightning+Thunderstorm_Wind,1453_707_1506_765,2020-07-23 13:00:00,2020-07-23 14:00:00,"Lightning 2020072314 2020072314,Thunderstorm_Wind 2020072313 2020072314"
Hail+Thunderstorm_Wind,808_339_957_488,2020-11-24 14:00:00,2020-11-24 20:00:00,"Hail 2020112415 2020112419,Thunderstorm_Wind 2020112414 2020112420"
Thunderstorm_Wind,457_546_501_589,2020-07-03 15:00:00,2020-07-03 15:00:00,Thunderstorm_Wind 2020070315 2020070315
Debris_Flow+Flash_Flood+Thunderstorm_Wind,409_501_541_660,2020-07-23 11:00:00,2020-07-23 17:00:00,"Debris_Flow 2020072313 2020072315,Flash_Flood 2020072311 2020072315,Thunderstorm_Wind 2020072316 2020072317"
Hail+Lightning+Thunderstorm_Wind,1376_481_1464_572,2020-07-10 17:00:00,2020-07-10 19:00:00,"Hail 2020071017 2020071017,Lightning 2020071018 2020071018,Thunderstorm_Wind 2020071017 2020071019"
Flash_Flood+Flood+Thunderstorm_Wind,831_774_911_831,2020-07-24 22:00:00,2020-07-26 10:00:00,"Flash_Flood 2020072502 2020072505,Flood 2020072422 2020072610,Thunderstorm_Wind 2020072422 2020072422"
Funnel_Cloud,1014_629_1057_672,2020-07-01 14:00:00,2020-07-01 14:00:00,Funnel_Cloud 2020070114 2020070114
Funnel_Cloud,946_635_998_695,2020-07-05 18:00:00,2020-07-05 18:00:00,Funnel_Cloud 2020070518 2020070518
Hail+Thunderstorm_Wind,760_444_802_485,2020-07-02 16:00:00,2020-07-02 16:00:00,"Hail 2020070216 2020070216,Thunderstorm_Wind 2020070216 2020070216"
Thunderstorm_Wind,800_434_842_476,2020-07-13 01:00:00,2020-07-13 01:00:00,Thunderstorm_Wind 2020071301 2020071301
Thunderstorm_Wind+Tornado,743_386_822_435,2020-07-11 18:00:00,2020-07-11 22:00:00,"Thunderstorm_Wind 2020071120 2020071122,Tornado 2020071118 2020071119"
Flash_Flood,1235_479_1279_522,2020-07-26 16:00:00,2020-07-26 19:00:00,Flash_Flood 2020072616 2020072619
Flash_Flood,1220_490_1265_535,2020-07-17 13:00:00,2020-07-17 16:00:00,Flash_Flood 2020071713 2020071716
Flash_Flood,1128_548_1169_589,2020-07-30 13:00:00,2020-07-30 16:00:00,Flash_Flood 2020073013 2020073016
Thunderstorm_Wind,1332_411_1414_466,2020-07-25 13:00:00,2020-07-25 18:00:00,Thunderstorm_Wind 2020072513 2020072518
Marine_Thunderstorm_Wind,1535_666_1575_706,2020-08-11 14:00:00,2020-08-11 14:00:00,Marine_Thunderstorm_Wind 2020081114 2020081114
Marine_Thunderstorm_Wind,1471_569_1527_661,2020-11-15 19:00:00,2020-11-15 20:00:00,Marine_Thunderstorm_Wind 2020111519 2020111520
Thunderstorm_Wind,1247_560_1344_657,2020-07-19 14:00:00,2020-07-19 17:00:00,Thunderstorm_Wind 2020071914 2020071917
Flash_Flood,1070_446_1118_504,2020-07-22 14:00:00,2020-07-22 19:00:00,Flash_Flood 2020072214 2020072219
Thunderstorm_Wind,1481_645_1528_693,2020-07-12 17:00:00,2020-07-12 18:00:00,Thunderstorm_Wind 2020071217 2020071218
Hail,910_494_985_583,2020-07-11 12:00:00,2020-07-11 14:00:00,Hail 2020071112 2020071114
Flash_Flood,1271_436_1326_509,2020-07-01 18:00:00,2020-07-01 21:00:00,Flash_Flood 2020070118 2020070121
Flood+Thunderstorm_Wind,1361_621_1438_706,2020-07-07 15:00:00,2020-07-07 21:00:00,"Flood 2020070719 2020070721,Thunderstorm_Wind 2020070715 2020070718"
Thunderstorm_Wind,1358_645_1400_696,2020-07-27 16:00:00,2020-07-27 16:00:00,Thunderstorm_Wind 2020072716 2020072716
Thunderstorm_Wind,1465_530_1506_572,2020-07-17 15:00:00,2020-07-17 15:00:00,Thunderstorm_Wind 2020071715 2020071715
Flash_Flood+Heavy_Rain,1520_566_1565_625,2020-07-10 06:00:00,2020-07-10 11:00:00,"Flash_Flood 2020071007 2020071011,Heavy_Rain 2020071006 2020071007"
Thunderstorm_Wind,766_710_817_760,2020-07-04 16:00:00,2020-07-04 16:00:00,Thunderstorm_Wind 2020070416 2020070416
Thunderstorm_Wind,752_692_797_736,2020-07-04 17:00:00,2020-07-04 17:00:00,Thunderstorm_Wind 2020070417 2020070417
Thunderstorm_Wind,715_786_757_828,2020-07-04 20:00:00,2020-07-04 20:00:00,Thunderstorm_Wind 2020070420 2020070420
Thunderstorm_Wind,713_769_785_831,2020-07-04 21:00:00,2020-07-04 22:00:00,Thunderstorm_Wind 2020070421 2020070422
Thunderstorm_Wind,661_693_729_757,2020-07-05 17:00:00,2020-07-05 17:00:00,Thunderstorm_Wind 2020070517 2020070517
Hail,686_746_740_798,2020-07-05 19:00:00,2020-07-05 19:00:00,Hail 2020070519 2020070519
Hail,717_713_772_761,2020-07-05 13:00:00,2020-07-05 14:00:00,Hail 2020070513 2020070514
Thunderstorm_Wind,781_718_822_759,2020-07-07 19:00:00,2020-07-07 19:00:00,Thunderstorm_Wind 2020070719 2020070719
Hail,663_732_746_781,2020-07-09 19:00:00,2020-07-09 21:00:00,Hail 2020070919 2020070921
Hail,702_752_744_794,2020-07-19 18:00:00,2020-07-19 18:00:00,Hail 2020071918 2020071918
Hail,660_736_713_787,2020-07-19 16:00:00,2020-07-19 16:00:00,Hail 2020071916 2020071916
Hail,662_710_712_759,2020-07-19 16:00:00,2020-07-19 16:00:00,Hail 2020071916 2020071916
Hail,684_747_743_801,2020-07-19 18:00:00,2020-07-19 18:00:00,Hail 2020071918 2020071918
Hail,672_745_714_787,2020-07-19 21:00:00,2020-07-19 21:00:00,Hail 2020071921 2020071921
Thunderstorm_Wind,1072_319_1113_360,2020-07-31 13:00:00,2020-07-31 13:00:00,Thunderstorm_Wind 2020073113 2020073113
Thunderstorm_Wind,1467_695_1517_749,2020-07-23 15:00:00,2020-07-23 16:00:00,Thunderstorm_Wind 2020072315 2020072316
Flash_Flood+Thunderstorm_Wind,423_540_538_680,2020-07-27 12:00:00,2020-07-27 17:00:00,"Flash_Flood 2020072713 2020072717,Thunderstorm_Wind 2020072712 2020072717"
Thunderstorm_Wind,809_481_854_525,2020-07-17 01:00:00,2020-07-17 01:00:00,Thunderstorm_Wind 2020071701 2020071701
Thunderstorm_Wind,1419_350_1462_394,2020-07-07 19:00:00,2020-07-07 19:00:00,Thunderstorm_Wind 2020070719 2020070719
Thunderstorm_Wind,703_467_747_510,2020-07-13 15:00:00,2020-07-13 15:00:00,Thunderstorm_Wind 2020071315 2020071315
Thunderstorm_Wind,989_308_1031_350,2020-07-05 01:00:00,2020-07-05 01:00:00,Thunderstorm_Wind 2020070501 2020070501
Thunderstorm_Wind,1408_580_1473_650,2020-11-15 16:00:00,2020-11-15 17:00:00,Thunderstorm_Wind 2020111516 2020111517
Hail+Thunderstorm_Wind,1352_446_1427_496,2020-07-10 17:00:00,2020-07-10 19:00:00,"Hail 2020071017 2020071017,Thunderstorm_Wind 2020071017 2020071019"
Flash_Flood,1503_495_1543_535,2020-11-12 12:00:00,2020-11-12 13:00:00,Flash_Flood 2020111212 2020111213
Heavy_Rain,1483_483_1561_549,2020-11-11 14:00:00,2020-11-12 18:00:00,Heavy_Rain 2020111114 2020111218
Flood+Hail+Heavy_Rain+Lightning+Thunderstorm_Wind,1376_218_1440_289,2020-08-18 13:00:00,2020-08-18 21:00:00,"Flood 2020081815 2020081817,Hail 2020081813 2020081813,Heavy_Rain 2020081821 2020081821,Lightning 2020081813 2020081813,Thunderstorm_Wind 2020081813 2020081813"
Hail+Thunderstorm_Wind,1051_562_1095_618,2020-11-10 13:00:00,2020-11-10 13:00:00,"Hail 2020111013 2020111013,Thunderstorm_Wind 2020111013 2020111013"
Thunderstorm_Wind,1053_520_1115_602,2020-11-10 13:00:00,2020-11-10 15:00:00,Thunderstorm_Wind 2020111013 2020111015
Flood,1169_515_1212_559,2020-07-22 16:00:00,2020-07-22 17:00:00,Flood 2020072216 2020072217
Hail,779_740_851_807,2020-07-22 06:00:00,2020-07-22 07:00:00,Hail 2020072206 2020072207
Hail+Heavy_Rain+Thunderstorm_Wind,1080_672_1175_742,2020-07-07 15:00:00,2020-07-07 20:00:00,"Hail 2020070716 2020070716,Heavy_Rain 2020070716 2020070720,Thunderstorm_Wind 2020070715 2020070717"
Thunderstorm_Wind+Tornado,1083_406_1136_475,2020-07-01 11:00:00,2020-07-01 14:00:00,"Thunderstorm_Wind 2020070114 2020070114,Tornado 2020070111 2020070111"
Waterspout,1307_650_1359_706,2020-07-31 09:00:00,2020-07-31 10:00:00,Waterspout 2020073109 2020073110
Funnel_Cloud+Tornado,730_847_879_928,2020-07-20 12:00:00,2020-07-20 15:00:00,"Funnel_Cloud 2020072012 2020072015,Tornado 2020072014 2020072014"
Flash_Flood+Thunderstorm_Wind,1320_598_1370_664,2020-07-07 13:00:00,2020-07-07 17:00:00,"Flash_Flood 2020070715 2020070717,Thunderstorm_Wind 2020070713 2020070714"
Flood+Thunderstorm_Wind,839_499_899_553,2020-07-14 02:00:00,2020-07-14 08:00:00,"Flood 2020071402 2020071408,Thunderstorm_Wind 2020071402 2020071402"
Hail,718_708_767_756,2020-07-05 15:00:00,2020-07-05 15:00:00,Hail 2020070515 2020070515
Thunderstorm_Wind,777_709_819_750,2020-07-05 14:00:00,2020-07-05 14:00:00,Thunderstorm_Wind 2020070514 2020070514
Hail,644_721_722_795,2020-07-05 17:00:00,2020-07-05 19:00:00,Hail 2020070517 2020070519
Hail,741_699_804_756,2020-07-08 23:00:00,2020-07-09 01:00:00,Hail 2020070823 2020070901
Hail,733_696_794_751,2020-07-09 00:00:00,2020-07-09 02:00:00,Hail 2020070900 2020070902
Hail,655_738_709_790,2020-07-19 22:00:00,2020-07-19 22:00:00,Hail 2020071922 2020071922
Hail,660_735_720_790,2020-07-19 23:00:00,2020-07-20 00:00:00,Hail 2020071923 2020072000
Hail,765_691_812_738,2020-07-19 20:00:00,2020-07-19 20:00:00,Hail 2020071920 2020071920
Hail+Lightning+Thunderstorm_Wind,1082_734_1181_845,2020-07-18 23:00:00,2020-07-19 03:00:00,"Hail 2020071823 2020071823,Lightning 2020071902 2020071902,Thunderstorm_Wind 2020071823 2020071903"
Thunderstorm_Wind,1461_712_1526_794,2020-07-27 14:00:00,2020-07-27 20:00:00,Thunderstorm_Wind 2020072714 2020072720
Hail+Thunderstorm_Wind,956_403_1007_497,2020-11-14 17:00:00,2020-11-14 21:00:00,"Hail 2020111417 2020111417,Thunderstorm_Wind 2020111418 2020111421"
Flash_Flood,442_500_527_573,2020-07-24 14:00:00,2020-07-24 17:00:00,Flash_Flood 2020072414 2020072417
Thunderstorm_Wind,463_555_538_625,2020-07-12 18:00:00,2020-07-12 22:00:00,Thunderstorm_Wind 2020071218 2020071222
Marine_Thunderstorm_Wind,1254_757_1296_800,2020-07-26 12:00:00,2020-07-26 12:00:00,Marine_Thunderstorm_Wind 2020072612 2020072612
Thunderstorm_Wind,700_392_782_474,2020-07-15 20:00:00,2020-07-16 00:00:00,Thunderstorm_Wind 2020071520 2020071600
Flood+Lightning+Thunderstorm_Wind,1196_521_1260_569,2020-07-08 13:00:00,2020-07-09 18:00:00,"Flood 2020070916 2020070918,Lightning 2020070915 2020070915,Thunderstorm_Wind 2020070813 2020070915"
Thunderstorm_Wind,478_292_518_332,2020-07-14 14:00:00,2020-07-14 14:00:00,Thunderstorm_Wind 2020071414 2020071414
Thunderstorm_Wind,1428_580_1495_644,2020-11-15 16:00:00,2020-11-15 19:00:00,Thunderstorm_Wind 2020111516 2020111519
Thunderstorm_Wind,1060_486_1106_541,2020-11-14 20:00:00,2020-11-14 21:00:00,Thunderstorm_Wind 2020111420 2020111421
Flash_Flood,1778_1038_1798_1058,2020-08-27 15:00:00,2020-08-27 22:00:00,Flash_Flood 2020082715 2020082722
Tornado,1137_471_1180_515,2020-07-20 14:00:00,2020-07-20 14:00:00,Tornado 2020072014 2020072014
Lightning,1154_493_1194_533,2020-07-22 16:00:00,2020-07-22 16:00:00,Lightning 2020072216 2020072216
Tornado,1107_288_1147_330,2020-11-25 07:00:00,2020-11-25 07:00:00,Tornado 2020112507 2020112507
Hail,1057_302_1098_343,2020-11-27 08:00:00,2020-11-27 08:00:00,Hail 2020112708 2020112708
Thunderstorm_Wind,744_719_787_762,2020-07-05 16:00:00,2020-07-05 16:00:00,Thunderstorm_Wind 2020070516 2020070516
Thunderstorm_Wind,788_695_857_751,2020-07-05 17:00:00,2020-07-05 17:00:00,Thunderstorm_Wind 2020070517 2020070517
Hail,709_768_762_817,2020-07-05 17:00:00,2020-07-05 17:00:00,Hail 2020070517 2020070517
Hail,730_784_778_831,2020-07-05 17:00:00,2020-07-05 17:00:00,Hail 2020070517 2020070517
Hail,725_689_786_750,2020-07-09 01:00:00,2020-07-09 03:00:00,Hail 2020070901 2020070903
Hail,706_687_765_740,2020-07-09 02:00:00,2020-07-09 04:00:00,Hail 2020070902 2020070904
Hail,761_717_811_766,2020-07-09 03:00:00,2020-07-09 03:00:00,Hail 2020070903 2020070903
Hail,718_704_769_756,2020-07-09 14:00:00,2020-07-09 15:00:00,Hail 2020070914 2020070915
Hail,697_718_743_763,2020-07-20 14:00:00,2020-07-20 14:00:00,Hail 2020072014 2020072014
Flash_Flood+Heavy_Rain,1014_506_1063_551,2020-07-04 06:00:00,2020-07-04 16:00:00,"Flash_Flood 2020070409 2020070416,Heavy_Rain 2020070406 2020070413"
Flash_Flood,574_326_616_367,2020-07-26 17:00:00,2020-07-26 23:00:00,Flash_Flood 2020072617 2020072623
Thunderstorm_Wind,760_367_817_423,2020-07-21 15:00:00,2020-07-21 15:00:00,Thunderstorm_Wind 2020072115 2020072115
Flood,28_1038_87_1058,2020-07-31 15:00:00,2020-07-31 23:00:00,Flood 2020073115 2020073123
Hail+Thunderstorm_Wind,1248_545_1346_646,2020-08-25 12:00:00,2020-08-26 12:00:00,"Hail 2020082512 2020082523,Thunderstorm_Wind 2020082513 2020082612"
Thunderstorm_Wind,1139_446_1202_503,2020-08-27 18:00:00,2020-08-27 19:00:00,Thunderstorm_Wind 2020082718 2020082719
Thunderstorm_Wind,1077_451_1131_497,2020-08-31 13:00:00,2020-08-31 13:00:00,Thunderstorm_Wind 2020083113 2020083113
Thunderstorm_Wind,1275_314_1381_432,2020-08-10 12:00:00,2020-08-10 17:00:00,Thunderstorm_Wind 2020081012 2020081017
Flash_Flood+Hail+Thunderstorm_Wind,1318_516_1420_631,2020-08-25 15:00:00,2020-08-25 20:00:00,"Flash_Flood 2020082517 2020082520,Hail 2020082516 2020082516,Thunderstorm_Wind 2020082515 2020082519"
Flash_Flood+Thunderstorm_Wind,1341_547_1406_611,2020-08-27 15:00:00,2020-08-27 20:00:00,"Flash_Flood 2020082715 2020082720,Thunderstorm_Wind 2020082716 2020082716"
Flash_Flood,1301_547_1342_588,2020-08-31 09:00:00,2020-08-31 11:00:00,Flash_Flood 2020083109 2020083111
Flash_Flood+Tornado,982_326_1120_476,2020-08-26 07:00:00,2020-08-28 02:00:00,"Flash_Flood 2020082607 2020082802,Tornado 2020082717 2020082721"
Hail,727_612_780_674,2020-08-05 17:00:00,2020-08-05 18:00:00,Hail 2020080517 2020080518
Hail,654_623_696_665,2020-08-01 16:00:00,2020-08-01 16:00:00,Hail 2020080116 2020080116
Hail+Lightning+Thunderstorm_Wind,630_327_739_412,2020-08-21 18:00:00,2020-08-21 22:00:00,"Hail 2020082118 2020082118,Lightning 2020082118 2020082118,Thunderstorm_Wind 2020082118 2020082122"
Hail,686_652_745_709,2020-08-06 15:00:00,2020-08-06 16:00:00,Hail 2020080615 2020080616
Hail+Thunderstorm_Wind+Tornado,697_634_774_714,2020-08-08 16:00:00,2020-08-08 17:00:00,"Hail 2020080816 2020080817,Thunderstorm_Wind 2020080816 2020080817,Tornado 2020080817 2020080817"
Flash_Flood+Hail+Thunderstorm_Wind,1114_262_1188_333,2020-08-01 20:00:00,2020-08-02 14:00:00,"Flash_Flood 2020080120 2020080122,Hail 2020080214 2020080214,Thunderstorm_Wind 2020080213 2020080214"
Heavy_Rain,1500_571_1562_631,2020-12-04 21:00:00,2020-12-05 09:00:00,Heavy_Rain 2020120421 2020120509
Flash_Flood,1485_532_1528_576,2020-12-24 21:00:00,2020-12-24 21:00:00,Flash_Flood 2020122421 2020122421
Marine_Thunderstorm_Wind,1463_101_1509_174,2020-08-23 17:00:00,2020-08-23 19:00:00,Marine_Thunderstorm_Wind 2020082317 2020082319
Thunderstorm_Wind,1397_614_1450_670,2020-08-25 07:00:00,2020-08-25 15:00:00,Thunderstorm_Wind 2020082507 2020082515
Thunderstorm_Wind,1284_256_1342_323,2020-08-18 20:00:00,2020-08-19 18:00:00,Thunderstorm_Wind 2020081820 2020081918
Flash_Flood+Thunderstorm_Wind,1257_206_1372_300,2020-08-23 14:00:00,2020-08-24 18:00:00,"Flash_Flood 2020082314 2020082418,Thunderstorm_Wind 2020082417 2020082417"
Thunderstorm_Wind,1012_738_1066_781,2020-08-08 16:00:00,2020-08-08 17:00:00,Thunderstorm_Wind 2020080816 2020080817
Hail,969_770_1014_816,2020-08-22 06:00:00,2020-08-22 06:00:00,Hail 2020082206 2020082206
Hail+Lightning+Thunderstorm_Wind,911_732_1051_791,2020-08-08 11:00:00,2020-08-08 16:00:00,"Hail 2020080812 2020080812,Lightning 2020080816 2020080816,Thunderstorm_Wind 2020080811 2020080816"
Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado,929_733_1030_841,2020-08-14 15:00:00,2020-08-14 19:00:00,"Funnel_Cloud 2020081415 2020081417,Hail 2020081416 2020081419,Thunderstorm_Wind 2020081415 2020081419,Tornado 2020081415 2020081418"
Hail+Heavy_Rain+Thunderstorm_Wind,973_709_1038_824,2020-08-09 18:00:00,2020-08-10 07:00:00,"Hail 2020080920 2020081007,Heavy_Rain 2020080918 2020081006,Thunderstorm_Wind 2020080922 2020081000"
Hail+Thunderstorm_Wind,837_455_989_563,2020-08-10 08:00:00,2020-08-10 20:00:00,"Hail 2020081008 2020081020,Thunderstorm_Wind 2020081015 2020081018"
Thunderstorm_Wind,1397_617_1501_747,2020-08-27 16:00:00,2020-08-27 19:00:00,Thunderstorm_Wind 2020082716 2020082719
Flood,1417_530_1485_613,2020-08-31 13:00:00,2020-08-31 21:00:00,Flood 2020083113 2020083121
Flash_Flood+Heavy_Rain,1355_460_1419_521,2020-08-05 19:00:00,2020-08-07 17:00:00,"Flash_Flood 2020080521 2020080717,Heavy_Rain 2020080519 2020080716"
Marine_Thunderstorm_Wind,1019_819_1059_859,2020-08-07 23:00:00,2020-08-07 23:00:00,Marine_Thunderstorm_Wind 2020080723 2020080723
Hail+Thunderstorm_Wind,839_284_978_376,2020-08-16 15:00:00,2020-08-16 19:00:00,"Hail 2020081615 2020081619,Thunderstorm_Wind 2020081616 2020081619"
Debris_Flow+Flash_Flood+Heavy_Rain,1356_460_1413_521,2020-08-12 15:00:00,2020-08-15 07:00:00,"Debris_Flow 2020081216 2020081216,Flash_Flood 2020081215 2020081401,Heavy_Rain 2020081307 2020081507"
Hail+Thunderstorm_Wind,726_558_786_619,2020-08-05 16:00:00,2020-08-05 18:00:00,"Hail 2020080516 2020080518,Thunderstorm_Wind 2020080517 2020080518"
Thunderstorm_Wind+Tornado,1171_325_1231_413,2020-08-27 12:00:00,2020-08-28 15:00:00,"Thunderstorm_Wind 2020082712 2020082815,Tornado 2020082815 2020082815"
Hail+Thunderstorm_Wind,919_198_974_251,2020-08-02 14:00:00,2020-08-02 14:00:00,"Hail 2020080214 2020080214,Thunderstorm_Wind 2020080214 2020080214"
Thunderstorm_Wind,1604_938_1645_990,2020-08-11 19:00:00,2020-08-11 19:00:00,Thunderstorm_Wind 2020081119 2020081119
Thunderstorm_Wind,1633_843_1679_910,2020-08-25 14:00:00,2020-08-25 15:00:00,Thunderstorm_Wind 2020082514 2020082515
Hail+Lightning+Thunderstorm_Wind,127_522_251_648,2020-08-15 10:00:00,2020-08-17 09:00:00,"Hail 2020081705 2020081707,Lightning 2020081510 2020081607,Thunderstorm_Wind 2020081601 2020081709"
Marine_Thunderstorm_Wind,999_151_1114_228,2020-08-17 03:00:00,2020-08-17 03:00:00,Marine_Thunderstorm_Wind 2020081703 2020081703
Hail,441_395_483_436,2020-08-01 17:00:00,2020-08-01 17:00:00,Hail 2020080117 2020080117
Thunderstorm_Wind,418_387_476_453,2020-08-16 14:00:00,2020-08-16 17:00:00,Thunderstorm_Wind 2020081614 2020081617
Thunderstorm_Wind,435_402_478_444,2020-08-21 16:00:00,2020-08-21 16:00:00,Thunderstorm_Wind 2020082116 2020082116
Hail+Thunderstorm_Wind,420_397_493_466,2020-08-22 14:00:00,2020-08-22 18:00:00,"Hail 2020082214 2020082216,Thunderstorm_Wind 2020082218 2020082218"
Flood,1062_395_1109_439,2020-08-28 19:00:00,2020-08-31 23:00:00,Flood 2020082819 2020083123
Heavy_Rain,995_401_1036_442,2020-08-07 10:00:00,2020-08-07 11:00:00,Heavy_Rain 2020080710 2020080711
Flash_Flood+Hail+Lightning+Thunderstorm_Wind,978_362_1112_464,2020-08-29 12:00:00,2020-08-31 11:00:00,"Flash_Flood 2020082918 2020083111,Hail 2020082917 2020082917,Lightning 2020082914 2020082914,Thunderstorm_Wind 2020082912 2020083107"
Hail+Thunderstorm_Wind,959_521_1007_581,2020-08-31 06:00:00,2020-08-31 07:00:00,"Hail 2020083106 2020083106,Thunderstorm_Wind 2020083106 2020083107"
Hail+Thunderstorm_Wind,952_528_1003_575,2020-08-31 05:00:00,2020-08-31 07:00:00,"Hail 2020083105 2020083105,Thunderstorm_Wind 2020083107 2020083107"
Marine_Thunderstorm_Wind,1254_769_1295_810,2020-08-17 13:00:00,2020-08-17 13:00:00,Marine_Thunderstorm_Wind 2020081713 2020081713
Flash_Flood+Hail,1232_760_1283_822,2020-08-21 14:00:00,2020-08-21 18:00:00,"Flash_Flood 2020082117 2020082118,Hail 2020082114 2020082116"
Hail,745_515_803_584,2020-08-13 15:00:00,2020-08-13 17:00:00,Hail 2020081315 2020081317
Flash_Flood,731_573_772_614,2020-08-29 16:00:00,2020-08-29 16:00:00,Flash_Flood 2020082916 2020082916
Hail+Thunderstorm_Wind,759_565_841_625,2020-08-16 13:00:00,2020-08-16 16:00:00,"Hail 2020081613 2020081616,Thunderstorm_Wind 2020081615 2020081615"
Marine_Thunderstorm_Wind,1374_706_1423_763,2020-08-27 15:00:00,2020-08-27 15:00:00,Marine_Thunderstorm_Wind 2020082715 2020082715
Hail+Heavy_Rain+Thunderstorm_Wind,1369_687_1465_778,2020-08-27 13:00:00,2020-08-27 16:00:00,"Hail 2020082714 2020082714,Heavy_Rain 2020082714 2020082716,Thunderstorm_Wind 2020082713 2020082716"
Thunderstorm_Wind,1455_559_1505_625,2020-08-24 12:00:00,2020-08-24 18:00:00,Thunderstorm_Wind 2020082412 2020082418
Hail+Thunderstorm_Wind,1414_567_1497_641,2020-08-28 15:00:00,2020-08-28 20:00:00,"Hail 2020082815 2020082815,Thunderstorm_Wind 2020082815 2020082820"
Thunderstorm_Wind,1467_568_1508_609,2020-08-28 18:00:00,2020-08-28 18:00:00,Thunderstorm_Wind 2020082818 2020082818
Marine_Thunderstorm_Wind,1482_598_1527_650,2020-08-27 17:00:00,2020-08-27 17:00:00,Marine_Thunderstorm_Wind 2020082717 2020082717
Hail+Thunderstorm_Wind,1590_807_1646_899,2020-08-24 12:00:00,2020-08-24 17:00:00,"Hail 2020082413 2020082417,Thunderstorm_Wind 2020082412 2020082416"
Flash_Flood+Hail,654_476_715_579,2020-08-15 14:00:00,2020-08-15 16:00:00,"Flash_Flood 2020081514 2020081515,Hail 2020081514 2020081516"
Hail+Heavy_Rain+Tornado,665_491_741_571,2020-08-16 13:00:00,2020-08-16 17:00:00,"Hail 2020081617 2020081617,Heavy_Rain 2020081613 2020081614,Tornado 2020081617 2020081617"
Flash_Flood+Hail+Heavy_Rain+Thunderstorm_Wind,665_522_724_576,2020-08-20 16:00:00,2020-08-20 19:00:00,"Flash_Flood 2020082016 2020082017,Hail 2020082016 2020082016,Heavy_Rain 2020082016 2020082019,Thunderstorm_Wind 2020082016 2020082016"
Heavy_Rain,0_518_20_556,2020-11-15 11:00:00,2020-11-18 11:00:00,Heavy_Rain 2020111511 2020111811
Marine_Thunderstorm_Wind,1175_179_1215_219,2020-08-15 00:00:00,2020-08-15 00:00:00,Marine_Thunderstorm_Wind 2020081500 2020081500
Thunderstorm_Wind,1103_248_1143_288,2020-08-15 10:00:00,2020-08-15 10:00:00,Thunderstorm_Wind 2020081510 2020081510
Thunderstorm_Wind,1334_521_1410_630,2020-08-01 17:00:00,2020-08-01 20:00:00,Thunderstorm_Wind 2020080117 2020080120
Flash_Flood+Thunderstorm_Wind,1307_556_1356_607,2020-08-01 15:00:00,2020-08-01 22:00:00,"Flash_Flood 2020080120 2020080122,Thunderstorm_Wind 2020080115 2020080115"
Thunderstorm_Wind,761_336_835_403,2020-08-10 21:00:00,2020-08-10 23:00:00,Thunderstorm_Wind 2020081021 2020081023
Thunderstorm_Wind,719_349_769_398,2020-08-14 17:00:00,2020-08-14 17:00:00,Thunderstorm_Wind 2020081417 2020081417
Thunderstorm_Wind,730_346_800_407,2020-08-11 18:00:00,2020-08-11 22:00:00,Thunderstorm_Wind 2020081118 2020081122
Flood,1172_504_1213_545,2020-08-13 14:00:00,2020-08-13 15:00:00,Flood 2020081314 2020081315
Thunderstorm_Wind,1310_559_1368_641,2020-08-25 14:00:00,2020-08-26 14:00:00,Thunderstorm_Wind 2020082514 2020082614
Hail+Thunderstorm_Wind,1266_300_1362_450,2020-08-11 17:00:00,2020-08-12 17:00:00,"Hail 2020081118 2020081118,Thunderstorm_Wind 2020081117 2020081217"
Hail,725_606_770_651,2020-08-12 17:00:00,2020-08-12 17:00:00,Hail 2020081217 2020081217
Thunderstorm_Wind,727_675_767_715,2020-08-27 17:00:00,2020-08-27 17:00:00,Thunderstorm_Wind 2020082717 2020082717
Heavy_Rain,1493_583_1534_624,2020-12-24 17:00:00,2020-12-25 07:00:00,Heavy_Rain 2020122417 2020122507
Thunderstorm_Wind,659_714_714_766,2020-08-03 16:00:00,2020-08-03 16:00:00,Thunderstorm_Wind 2020080316 2020080316
